period start,updates/m,creations/m,sales/m,deletions/m
2026-05-30 15:00:00+00,116.0000000000000000,75.2000000000000000,320.8000000000000000,101.8000000000000000
2026-05-30 15:05:00+00,106.2000000000000000,91.6000000000000000,406.8000000000000000,81.8000000000000000
2026-05-30 15:10:00+00,115.2000000000000000,82.0000000000000000,321.8000000000000000,108.4000000000000000
2026-05-30 15:15:00+00,117.8000000000000000,86.8000000000000000,348.8000000000000000,99.6000000000000000
2026-05-30 15:20:00+00,118.4000000000000000,85.2000000000000000,379.8000000000000000,91.0000000000000000
2026-05-30 15:25:00+00,102.2000000000000000,89.2000000000000000,344.8000000000000000,89.4000000000000000
2026-05-30 15:30:00+00,97.8000000000000000,81.2000000000000000,340.6000000000000000,84.6000000000000000
2026-05-30 15:35:00+00,128.2000000000000000,78.0000000000000000,379.4000000000000000,116.8000000000000000
2026-05-30 15:40:00+00,109.0000000000000000,86.0000000000000000,323.6000000000000000,76.6000000000000000
2026-05-30 15:45:00+00,108.6000000000000000,95.6000000000000000,365.6000000000000000,76.6000000000000000
2026-05-30 15:50:00+00,109.2000000000000000,87.0000000000000000,345.2000000000000000,106.2000000000000000
2026-05-30 15:55:00+00,114.4000000000000000,92.4000000000000000,325.4000000000000000,94.4000000000000000
2026-05-30 16:00:00+00,106.4000000000000000,97.8000000000000000,282.2000000000000000,94.8000000000000000
2026-05-30 16:05:00+00,114.4000000000000000,79.2000000000000000,340.0000000000000000,93.4000000000000000
2026-05-30 16:10:00+00,126.6000000000000000,105.0000000000000000,390.6000000000000000,89.0000000000000000
2026-05-30 16:15:00+00,124.0000000000000000,77.4000000000000000,248.8000000000000000,86.0000000000000000
2026-05-30 16:20:00+00,115.2000000000000000,118.2000000000000000,273.8000000000000000,61.8000000000000000
2026-05-30 16:25:00+00,115.4000000000000000,83.2000000000000000,341.2000000000000000,88.6000000000000000
2026-05-30 16:30:00+00,125.8000000000000000,83.0000000000000000,323.8000000000000000,79.8000000000000000
2026-05-30 16:35:00+00,121.8000000000000000,111.0000000000000000,410.0000000000000000,87.0000000000000000
2026-05-30 16:40:00+00,100.8000000000000000,81.8000000000000000,276.4000000000000000,92.8000000000000000
2026-05-30 16:45:00+00,140.0000000000000000,83.0000000000000000,268.6000000000000000,85.6000000000000000
2026-05-30 16:50:00+00,114.4000000000000000,72.0000000000000000,256.2000000000000000,71.4000000000000000
